Katana ID (required),Material name,Category,Unit of measure,Purchase UoM,Conversion rate,Sell?,Batch trackable?,Default supplier,Variant code,Material variant,Default sales price,Default lead time,Default storage bin,MOQ,Location,Safety stock,Additional info,Website Name
33920148,A -  Sarom UDAIPUR 301,Fabric,m,m,1,no,no,Sarom,FAB0217250130,A -  Sarom UDAIPUR 301,,,,,FAM,0,,UDAIPUR-301
33920160,A -  Sarom UDAIPUR 302,Fabric,m,m,1,no,no,Sarom,FAB0217250142,A -  Sarom UDAIPUR 302,,,,,FAM,0,,UDAIPUR-302
33920151,A -  Sarom UDAIPUR 303,Fabric,m,m,1,no,no,Sarom,FAB0217250133,A -  Sarom UDAIPUR 303,,,,,FAM,0,,UDAIPUR-303
33920154,A -  Sarom UDAIPUR 304,Fabric,m,m,1,no,no,Sarom,FAB0217250136,A -  Sarom UDAIPUR 304,,,,,FAM,0,,UDAIPUR-304
33920157,A -  Sarom UDAIPUR 305,Fabric,m,m,1,no,no,Sarom,FAB0217250139,A -  Sarom UDAIPUR 305,,,,,FAM,0,,UDAIPUR-305
33920163,A -  Sarom UDAIPUR 306,Fabric,m,m,1,no,no,Sarom,FAB0217250145,A -  Sarom UDAIPUR 306,,,,,FAM,0,,UDAIPUR-306
33919953,A -  Sarom Velveto 901,Fabric,m,m,1,no,no,Sarom,FAB0217250451,A -  Sarom Velveto 901,,,,,FAM,0,,
33919954,A -  Sarom Velveto 902,Fabric,m,m,1,no,no,Sarom,FAB0217250452,A -  Sarom Velveto 902,,,,,FAM,0,,
33919955,A -  Sarom Velveto 903,Fabric,m,m,1,no,no,Sarom,FAB0217250453,A -  Sarom Velveto 903,,,,,FAM,0,,
33919956,A -  Sarom Velveto 904,Fabric,m,m,1,no,no,Sarom,FAB0217250454,A -  Sarom Velveto 904,,,,,FAM,0,,
33919957,A -  Sarom Velveto 905,Fabric,m,m,1,no,no,Sarom,FAB0217250455,A -  Sarom Velveto 905,,,,,FAM,0,,
33919958,A -  Sarom Velveto 906,Fabric,m,m,1,no,no,Sarom,FAB0217250456,A -  Sarom Velveto 906,,,,,FAM,0,,
33919959,A -  Sarom Velveto 907,Fabric,m,m,1,no,no,Sarom,FAB0217250457,A -  Sarom Velveto 907,,,,,FAM,0,,
33919960,A -  Sarom Velveto 908,Fabric,m,m,1,no,no,Sarom,FAB0217250458,A -  Sarom Velveto 908,,,,,FAM,0,,
33919961,A -  Sarom Velveto 909,Fabric,m,m,1,no,no,Sarom,FAB0217250459,A -  Sarom Velveto 909,,,,,FAM,0,,
33919962,A -  Sarom Velveto 910,Fabric,m,m,1,no,no,Sarom,FAB0217250460,A -  Sarom Velveto 910,,,,,FAM,0,,
33919963,A -  Sarom Velveto 911,Fabric,m,m,1,no,no,Sarom,FAB0217250461,A -  Sarom Velveto 911,,,,,FAM,0,,
33919964,A -  Sarom Velveto 912,Fabric,m,m,1,no,no,Sarom,FAB0217250462,A -  Sarom Velveto 912,,,,,FAM,0,,
33919965,A -  Sarom Velveto 913,Fabric,m,m,1,no,no,Sarom,FAB0217250463,A -  Sarom Velveto 913,,,,,FAM,0,,
33919966,A -  Sarom Velveto 914,Fabric,m,m,1,no,no,Sarom,FAB0217250464,A -  Sarom Velveto 914,,,,,FAM,0,,
33919967,A -  Sarom Velveto 915,Fabric,m,m,1,no,no,Sarom,FAB0217250465,A -  Sarom Velveto 915,,,,,FAM,0,,
33919968,A -  Sarom Velveto 916,Fabric,m,m,1,no,no,Sarom,FAB0217250466,A -  Sarom Velveto 916,,,,,FAM,0,,
33919969,A -  Sarom Velveto 917,Fabric,m,m,1,no,no,Sarom,FAB0217250467,A -  Sarom Velveto 917,,,,,FAM,0,,
33919970,A -  Sarom Velveto 918,Fabric,m,m,1,no,no,Sarom,FAB0217250468,A -  Sarom Velveto 918,,,,,FAM,0,,
33919971,A -  Sarom Velveto 919,Fabric,m,m,1,no,no,Sarom,FAB0217250469,A -  Sarom Velveto 919,,,,,FAM,0,,
33919972,A -  Sarom Velveto 920,Fabric,m,m,1,no,no,Sarom,FAB0217250470,A -  Sarom Velveto 920,,,,,FAM,0,,
33919973,A -  Sarom Velveto 921,Fabric,m,m,1,no,no,Sarom,FAB0217250471,A -  Sarom Velveto 921,,,,,FAM,0,,
33919974,A -  Sarom Velveto 922,Fabric,m,m,1,no,no,Sarom,FAB0217250472,A -  Sarom Velveto 922,,,,,FAM,0,,
33919975,A -  Sarom Velveto 923,Fabric,m,m,1,no,no,Sarom,FAB0217250473,A -  Sarom Velveto 923,,,,,FAM,0,,
33919976,A -  Sarom Velveto 924,Fabric,m,m,1,no,no,Sarom,FAB0217250474,A -  Sarom Velveto 924,,,,,FAM,0,,
33919977,A -  Sarom Velveto 925,Fabric,m,m,1,no,no,Sarom,FAB0217250475,A -  Sarom Velveto 925,,,,,FAM,0,,
33919978,A -  Sarom Velveto 926,Fabric,m,m,1,no,no,Sarom,FAB0217250476,A -  Sarom Velveto 926,,,,,FAM,0,,
33919979,A -  Sarom Velveto 927,Fabric,m,m,1,no,no,Sarom,FAB0217250477,A -  Sarom Velveto 927,,,,,FAM,0,,
33919980,A -  Sarom Velveto 928,Fabric,m,m,1,no,no,Sarom,FAB0217250478,A -  Sarom Velveto 928,,,,,FAM,0,,
33919981,A -  Sarom Velveto 929,Fabric,m,m,1,no,no,Sarom,FAB0217250479,A -  Sarom Velveto 929,,,,,FAM,0,,
33919982,A -  Sarom Velveto 930,Fabric,m,m,1,no,no,Sarom,FAB0217250480,A -  Sarom Velveto 930,,,,,FAM,0,,
33919983,A -  Sarom Velveto 931,Fabric,m,m,1,no,no,Sarom,FAB0217250481,A -  Sarom Velveto 931,,,,,FAM,0,,
33919984,A -  Sarom Velveto 932,Fabric,m,m,1,no,no,Sarom,FAB0217250482,A -  Sarom Velveto 932,,,,,FAM,0,,
33919985,A -  Sarom Velveto 933,Fabric,m,m,1,no,no,Sarom,FAB0217250483,A -  Sarom Velveto 933,,,,,FAM,0,,
33919986,A -  Sarom Velveto 934,Fabric,m,m,1,no,no,Sarom,FAB0217250484,A -  Sarom Velveto 934,,,,,FAM,0,,
33919987,A -  Sarom Velveto 935,Fabric,m,m,1,no,no,Sarom,FAB0217250485,A -  Sarom Velveto 935,,,,,FAM,0,,
33919988,A -  Sarom Velveto 936,Fabric,m,m,1,no,no,Sarom,FAB0217250486,A -  Sarom Velveto 936,,,,,FAM,0,,
33919989,A -  Sarom Velveto 937,Fabric,m,m,1,no,no,Sarom,FAB0217250487,A -  Sarom Velveto 937,,,,,FAM,0,,
33919990,A -  Sarom Velveto 938,Fabric,m,m,1,no,no,Sarom,FAB0217250488,A -  Sarom Velveto 938,,,,,FAM,0,,
33919991,A -  Sarom Velveto 939,Fabric,m,m,1,no,no,Sarom,FAB0217250489,A -  Sarom Velveto 939,,,,,FAM,0,,
33919992,A -  Sarom Velveto 940,Fabric,m,m,1,no,no,Sarom,FAB0217250490,A -  Sarom Velveto 940,,,,,FAM,0,,
33919993,A -  Sarom Velveto 941,Fabric,m,m,1,no,no,Sarom,FAB0217250491,A -  Sarom Velveto 941,,,,,FAM,0,,
33919994,A -  Sarom Velveto 942,Fabric,m,m,1,no,no,Sarom,FAB0217250492,A -  Sarom Velveto 942,,,,,FAM,0,,
33919995,A -  Sarom Velveto 943,Fabric,m,m,1,no,no,Sarom,FAB0217250493,A -  Sarom Velveto 943,,,,,FAM,0,,
33919996,A -  Sarom Velveto 944,Fabric,m,m,1,no,no,Sarom,FAB0217250494,A -  Sarom Velveto 944,,,,,FAM,0,,
33919997,A -  Sarom Velveto 945,Fabric,m,m,1,no,no,Sarom,FAB0217250495,A -  Sarom Velveto 945,,,,,FAM,0,,
33919998,A -  Sarom Velveto 946,Fabric,m,m,1,no,no,Sarom,FAB0217250496,A -  Sarom Velveto 946,,,,,FAM,0,,
33919999,A -  Sarom Velveto 947,Fabric,m,m,1,no,no,Sarom,FAB0217250497,A -  Sarom Velveto 947,,,,,FAM,0,,
33920000,A -  Sarom Velveto 948,Fabric,m,m,1,no,no,Sarom,FAB0217250498,A -  Sarom Velveto 948,,,,,FAM,0,,
33920001,A -  Sarom Velveto 949,Fabric,m,m,1,no,no,Sarom,FAB0217250499,A -  Sarom Velveto 949,,,,,FAM,0,,
33920002,A -  Sarom Velveto 950,Fabric,m,m,1,no,no,Sarom,FAB0217250500,A -  Sarom Velveto 950,,,,,FAM,0,,
33920003,A -  Sarom Velveto 951,Fabric,m,m,1,no,no,Sarom,FAB0217250501,A -  Sarom Velveto 951,,,,,FAM,0,,
33920004,A -  Sarom Velveto 952,Fabric,m,m,1,no,no,Sarom,FAB0217250502,A -  Sarom Velveto 952,,,,,FAM,0,,
33920005,A -  Sarom Velveto 953,Fabric,m,m,1,no,no,Sarom,FAB0217250503,A -  Sarom Velveto 953,,,,,FAM,0,,
33920006,A -  Sarom Velveto 954,Fabric,m,m,1,no,no,Sarom,FAB0217250504,A -  Sarom Velveto 954,,,,,FAM,0,,
33920007,A -  Sarom Velveto 955,Fabric,m,m,1,no,no,Sarom,FAB0217250505,A -  Sarom Velveto 955,,,,,FAM,0,,
33920008,A -  Sarom Velveto 956,Fabric,m,m,1,no,no,Sarom,FAB0217250506,A -  Sarom Velveto 956,,,,,FAM,0,,
33920009,A -  Sarom Velveto 957,Fabric,m,m,1,no,no,Sarom,FAB0217250507,A -  Sarom Velveto 957,,,,,FAM,0,,
33920010,A -  Sarom Velveto 958,Fabric,m,m,1,no,no,Sarom,FAB0217250508,A -  Sarom Velveto 958,,,,,FAM,0,,
33920011,A -  Sarom Velveto 959,Fabric,m,m,1,no,no,Sarom,FAB0217250509,A -  Sarom Velveto 959,,,,,FAM,0,,
33920012,A -  Sarom Velveto 960,Fabric,m,m,1,no,no,Sarom,FAB0217250510,A -  Sarom Velveto 960,,,,,FAM,0,,
33920013,A -  Sarom Velveto 961,Fabric,m,m,1,no,no,Sarom,FAB0217250511,A -  Sarom Velveto 961,,,,,FAM,0,,
33920014,A -  Sarom Velveto 962,Fabric,m,m,1,no,no,Sarom,FAB0217250512,A -  Sarom Velveto 962,,,,,FAM,0,,
33920015,A -  Sarom Velveto 963,Fabric,m,m,1,no,no,Sarom,FAB0217250513,A -  Sarom Velveto 963,,,,,FAM,0,,
33920016,A -  Sarom Velveto 964,Fabric,m,m,1,no,no,Sarom,FAB0217250514,A -  Sarom Velveto 964,,,,,FAM,0,,
33920017,A -  Sarom Velveto 965,Fabric,m,m,1,no,no,Sarom,FAB0217250515,A -  Sarom Velveto 965,,,,,FAM,0,,
33920018,A -  Sarom Velveto 966,Fabric,m,m,1,no,no,Sarom,FAB0217250516,A -  Sarom Velveto 966,,,,,FAM,0,,
33920019,A -  Sarom Velveto 967,Fabric,m,m,1,no,no,Sarom,FAB0217250517,A -  Sarom Velveto 967,,,,,FAM,0,,
33920020,A -  Sarom Velveto 968,Fabric,m,m,1,no,no,Sarom,FAB0217250518,A -  Sarom Velveto 968,,,,,FAM,0,,
33920021,A -  Sarom Velveto 969,Fabric,m,m,1,no,no,Sarom,FAB0217250519,A -  Sarom Velveto 969,,,,,FAM,0,,
33920022,A -  Sarom Velveto 970,Fabric,m,m,1,no,no,Sarom,FAB0217250520,A -  Sarom Velveto 970,,,,,FAM,0,,
33920023,A -  Sarom Velveto 971,Fabric,m,m,1,no,no,Sarom,FAB0217250521,A -  Sarom Velveto 971,,,,,FAM,0,,
33920024,A -  Sarom Velveto 972,Fabric,m,m,1,no,no,Sarom,FAB0217250522,A -  Sarom Velveto 972,,,,,FAM,0,,
33920025,A -  Sarom Velveto 973,Fabric,m,m,1,no,no,Sarom,FAB0217250523,A -  Sarom Velveto 973,,,,,FAM,0,,
33920026,A -  Sarom Velveto 974,Fabric,m,m,1,no,no,Sarom,FAB0217250524,A -  Sarom Velveto 974,,,,,FAM,0,,
33920265,A - Sarom Vivian checks 101,Fabric,m,m,1,no,no,Sarom,FAB0217250247,A - Sarom Vivian checks 101,,,,,FAM,0,,Vivian checks 101
33920266,A - Sarom Vivian checks 102,Fabric,m,m,1,no,no,Sarom,FAB0217250248,A - Sarom Vivian checks 102,,,,,FAM,0,,Vivian checks 102
33920267,A - Sarom Vivian checks 103,Fabric,m,m,1,no,no,Sarom,FAB0217250249,A - Sarom Vivian checks 103,,,,,FAM,0,,Vivian checks 103
33920268,A - Sarom Vivian checks 104,Fabric,m,m,1,no,no,Sarom,FAB0217250250,A - Sarom Vivian checks 104,,,,,FAM,0,,Vivian checks 104
33920269,A - Sarom Vivian checks 105,Fabric,m,m,1,no,no,Sarom,FAB0217250251,A - Sarom Vivian checks 105,,,,,FAM,0,,Vivian checks 105
33920270,A - Sarom Vivian checks 106,Fabric,m,m,1,no,no,Sarom,FAB0217250252,A - Sarom Vivian checks 106,,,,,FAM,0,,Vivian checks 106
33920271,A - Sarom Vivian checks 107,Fabric,m,m,1,no,no,Sarom,FAB0217250253,A - Sarom Vivian checks 107,,,,,FAM,0,,Vivian checks 107
33920272,A - Sarom Vivian checks 201,Fabric,m,m,1,no,no,Sarom,FAB0217250254,A - Sarom Vivian checks 201,,,,,FAM,0,,Vivian checks 201
33920273,A - Sarom Vivian checks 202,Fabric,m,m,1,no,no,Sarom,FAB0217250255,A - Sarom Vivian checks 202,,,,,FAM,0,,Vivian checks 202
33920274,A - Sarom Vivian checks 203,Fabric,m,m,1,no,no,Sarom,FAB0217250256,A - Sarom Vivian checks 203,,,,,FAM,0,,Vivian checks 203
33920275,A - Sarom Vivian checks 204,Fabric,m,m,1,no,no,Sarom,FAB0217250257,A - Sarom Vivian checks 204,,,,,FAM,0,,Vivian checks 204
33920276,A - Sarom Vivian checks 205,Fabric,m,m,1,no,no,Sarom,FAB0217250258,A - Sarom Vivian checks 205,,,,,FAM,0,,Vivian checks 205
33920277,A - Sarom Vivian checks 206,Fabric,m,m,1,no,no,Sarom,FAB0217250259,A - Sarom Vivian checks 206,,,,,FAM,0,,Vivian checks 206
33920278,A - Sarom Vivian checks 207,Fabric,m,m,1,no,no,Sarom,FAB0217250260,A - Sarom Vivian checks 207,,,,,FAM,0,,Vivian checks 207
33920279,A - Sarom Vivian checks 301,Fabric,m,m,1,no,no,Sarom,FAB0217250261,A - Sarom Vivian checks 301,,,,,FAM,0,,Vivian checks 301
33920280,A - Sarom Vivian checks 302,Fabric,m,m,1,no,no,Sarom,FAB0217250262,A - Sarom Vivian checks 302,,,,,FAM,0,,Vivian checks 302
33920281,A - Sarom Vivian checks 303,Fabric,m,m,1,no,no,Sarom,FAB0217250263,A - Sarom Vivian checks 303,,,,,FAM,0,,Vivian checks 303
33920282,A - Sarom Vivian checks 304,Fabric,m,m,1,no,no,Sarom,FAB0217250264,A - Sarom Vivian checks 304,,,,,FAM,0,,Vivian checks 304
33920283,A - Sarom Vivian checks 306,Fabric,m,m,1,no,no,Sarom,FAB0217250265,A - Sarom Vivian checks 306,,,,,FAM,0,,Vivian checks 306
33920284,A - Sarom Vivian checks 307,Fabric,m,m,1,no,no,Sarom,FAB0217250266,A - Sarom Vivian checks 307,,,,,FAM,0,,Vivian checks 307
33920285,A - Sarom Vivian checks 401,Fabric,m,m,1,no,no,Sarom,FAB0217250267,A - Sarom Vivian checks 401,,,,,FAM,0,,Vivian checks 401
33920286,A - Sarom Vivian checks 402,Fabric,m,m,1,no,no,Sarom,FAB0217250268,A - Sarom Vivian checks 402,,,,,FAM,0,,Vivian checks 402
33920287,A - Sarom Vivian checks 403,Fabric,m,m,1,no,no,Sarom,FAB0217250269,A - Sarom Vivian checks 403,,,,,FAM,0,,Vivian checks 403
33920288,A - Sarom Vivian checks 404,Fabric,m,m,1,no,no,Sarom,FAB0217250270,A - Sarom Vivian checks 404,,,,,FAM,0,,Vivian checks 404
33920289,A - Sarom Vivian checks 405,Fabric,m,m,1,no,no,Sarom,FAB0217250271,A - Sarom Vivian checks 405,,,,,FAM,0,,Vivian checks 405
33920290,A - Sarom Vivian checks 406,Fabric,m,m,1,no,no,Sarom,FAB0217250272,A - Sarom Vivian checks 406,,,,,FAM,0,,Vivian checks 406
33920291,A - Sarom Vivian checks 407,Fabric,m,m,1,no,no,Sarom,FAB0217250273,A - Sarom Vivian checks 407,,,,,FAM,0,,Vivian checks 407
33920292,A - Sarom Vivian checks 501,Fabric,m,m,1,no,no,Sarom,FAB0217250274,A - Sarom Vivian checks 501,,,,,FAM,0,,Vivian checks 501
33920293,A - Sarom Vivian checks 502,Fabric,m,m,1,no,no,Sarom,FAB0217250275,A - Sarom Vivian checks 502,,,,,FAM,0,,Vivian checks 502
33920294,A - Sarom Vivian checks 503,Fabric,m,m,1,no,no,Sarom,FAB0217250276,A - Sarom Vivian checks 503,,,,,FAM,0,,Vivian checks 503
33920295,A - Sarom Vivian checks 505,Fabric,m,m,1,no,no,Sarom,FAB0217250277,A - Sarom Vivian checks 505,,,,,FAM,0,,Vivian checks 505
33920296,A - Sarom Vivian checks 506,Fabric,m,m,1,no,no,Sarom,FAB0217250278,A - Sarom Vivian checks 506,,,,,FAM,0,,Vivian checks 506
33920297,A - Sarom Vivian checks 507,Fabric,m,m,1,no,no,Sarom,FAB0217250279,A - Sarom Vivian checks 507,,,,,FAM,0,,Vivian checks 507
17515819,A - Stamskin F4340 00002,Fabric,m,m,1,no,no,,17515819,A - Stamskin F4340 00002,,,,,FAM,0,,
17515851,A - Stamskin F4340 00002P,Fabric,m,m,1,no,no,,17515851,A - Stamskin F4340 00002P,,,,,FAM,0,,
17515820,A - Stamskin F4340 05029,Fabric,m,m,1,no,no,,17515820,A - Stamskin F4340 05029,,,,,FAM,0,,
17515852,A - Stamskin F4340 05029P,Fabric,m,m,1,no,no,,17515852,A - Stamskin F4340 05029P,,,,,FAM,0,,
17515821,A - Stamskin F4340-07432,Fabric,m,m,1,no,no,,17515821,A - Stamskin F4340-07432,,,,,FAM,0,,
17515822,A - Stamskin F4340 07445,Fabric,m,m,1,no,no,,17515822,A - Stamskin F4340 07445,,,,,FAM,0,,
17515853,A - Stamskin F4340 07445P,Fabric,m,m,1,no,no,,17515853,A - Stamskin F4340 07445P,,,,,FAM,0,,
17515823,A - Stamskin F4340 07478,Fabric,m,m,1,no,no,,17515823,A - Stamskin F4340 07478,,,,,FAM,0,,
17515824,A - Stamskin F4340 07479,Fabric,m,m,1,no,no,,17515824,A - Stamskin F4340 07479,,,,,FAM,0,,
17515825,A - Stamskin F4340-10120,Fabric,m,m,1,no,no,,17515825,A - Stamskin F4340-10120,,,,,FAM,0,,
17515826,A - Stamskin F4340 10295,Fabric,m,m,1,no,no,,17515826,A - Stamskin F4340 10295,,,,,FAM,0,,
17515827,A - Stamskin F4340 20129,Fabric,m,m,1,no,no,,17515827,A - Stamskin F4340 20129,,,,,FAM,0,,
17515854,A - Stamskin F4340 20129P,Fabric,m,m,1,no,no,,17515854,A - Stamskin F4340 20129P,,,,,FAM,0,,
17515828,A - Stamskin F4340 20161,Fabric,m,m,1,no,no,,17515828,A - Stamskin F4340 20161,,,,,FAM,0,,
17515829,A - Stamskin F4340 20237,Fabric,m,m,1,no,no,,17515829,A - Stamskin F4340 20237,,,,,FAM,0,,
17515855,A - Stamskin F4340 20237P,Fabric,m,m,1,no,no,,17515855,A - Stamskin F4340 20237P,,,,,FAM,0,,
17515830,A - Stamskin F4340 20241,Fabric,m,m,1,no,no,,17515830,A - Stamskin F4340 20241,,,,,FAM,0,,
17515831,A - Stamskin F4340 20253,Fabric,m,m,1,no,no,,17515831,A - Stamskin F4340 20253,,,,,FAM,0,,
17515856,A - Stamskin F4340 20253P,Fabric,m,m,1,no,no,,17515856,A - Stamskin F4340 20253P,,,,,FAM,0,,
17515832,A - Stamskin F4340 20278,Fabric,m,m,1,no,no,,17515832,A - Stamskin F4340 20278,,,,,FAM,0,,
17515857,A - Stamskin F4340 20278P,Fabric,m,m,1,no,no,,17515857,A - Stamskin F4340 20278P,,,,,FAM,0,,
17515833,A - Stamskin F4340 20279,Fabric,m,m,1,no,no,,17515833,A - Stamskin F4340 20279,,,,,FAM,0,,
17515858,A - Stamskin F4340 20279P,Fabric,m,m,1,no,no,,17515858,A - Stamskin F4340 20279P,,,,,FAM,0,,
17515834,A - Stamskin F4340 20280,Fabric,m,m,1,no,no,,17515834,A - Stamskin F4340 20280,,,,,FAM,0,,
17515859,A - Stamskin F4340 20280P,Fabric,m,m,1,no,no,,17515859,A - Stamskin F4340 20280P,,,,,FAM,0,,
17515835,A - Stamskin F4340 20281,Fabric,m,m,1,no,no,,17515835,A - Stamskin F4340 20281,,,,,FAM,0,,
17515860,A - Stamskin F4340 20281P,Fabric,m,m,1,no,no,,17515860,A - Stamskin F4340 20281P,,,,,FAM,0,,
17515836,A - Stamskin F4340 20282,Fabric,m,m,1,no,no,,17515836,A - Stamskin F4340 20282,,,,,FAM,0,,
17515861,A - Stamskin F4340 20282P,Fabric,m,m,1,no,no,,17515861,A - Stamskin F4340 20282P,,,,,FAM,0,,
17515837,A - Stamskin F4340 20283,Fabric,m,m,1,no,no,,17515837,A - Stamskin F4340 20283,,,,,FAM,0,,
17515862,A - Stamskin F4340 20283P,Fabric,m,m,1,no,no,,17515862,A - Stamskin F4340 20283P,,,,,FAM,0,,
17515838,A - Stamskin F4340 20284,Fabric,m,m,1,no,no,,17515838,A - Stamskin F4340 20284,,,,,FAM,0,,
17515863,A - Stamskin F4340 20284P,Fabric,m,m,1,no,no,,17515863,A - Stamskin F4340 20284P,,,,,FAM,0,,
17515839,A - Stamskin F4340 20285,Fabric,m,m,1,no,no,,17515839,A - Stamskin F4340 20285,,,,,FAM,0,,
17515864,A - Stamskin F4340 20285P,Fabric,m,m,1,no,no,,17515864,A - Stamskin F4340 20285P,,,,,FAM,0,,
17515840,A - Stamskin F4340 20286,Fabric,m,m,1,no,no,,17515840,A - Stamskin F4340 20286,,,,,FAM,0,,
17515865,A - Stamskin F4340 20286P,Fabric,m,m,1,no,no,,17515865,A - Stamskin F4340 20286P,,,,,FAM,0,,
17515841,A - Stamskin F4340 20287,Fabric,m,m,1,no,no,,17515841,A - Stamskin F4340 20287,,,,,FAM,0,,
17515842,A - Stamskin F4340 20288,Fabric,m,m,1,no,no,,17515842,A - Stamskin F4340 20288,,,,,FAM,0,,
17515843,A - Stamskin F4340 20289,Fabric,m,m,1,no,no,,17515843,A - Stamskin F4340 20289,,,,,FAM,0,,
17515844,A - Stamskin F4340 20291,Fabric,m,m,1,no,no,,17515844,A - Stamskin F4340 20291,,,,,FAM,0,,
17515845,A - Stamskin F4340 20293,Fabric,m,m,1,no,no,,17515845,A - Stamskin F4340 20293,,,,,FAM,0,,
17515846,A - Stamskin F4340 20294,Fabric,m,m,1,no,no,,17515846,A - Stamskin F4340 20294,,,,,FAM,0,,
17515847,A - Stamskin F4340 20295,Fabric,m,m,1,no,no,,17515847,A - Stamskin F4340 20295,,,,,FAM,0,,
17515848,A - Stamskin F4340 20296,Fabric,m,m,1,no,no,,17515848,A - Stamskin F4340 20296,,,,,FAM,0,,
17515849,A - Stamskin F4340 20299,Fabric,m,m,1,no,no,,17515849,A - Stamskin F4340 20299,,,,,FAM,0,,
17515850,A - Stamskin F4340 20300,Fabric,m,m,1,no,no,,17515850,A - Stamskin F4340 20300,,,,,FAM,0,,
17507437,A - Sunbrella 40428-0000-Cast-Ash,Fabric,m,m,1,no,no,FAM,17507437,A - Sunbrella 40428-0000-Cast-Ash,,,,,FAM,0,,Sunbrella® CAST ASH 40428 00 137
18130378,A - Sunbrella 40429-0000-Cast-Mist,Fabric,m,m,1,no,no,DICKSON CONSTANT,MIST480850000,A - Sunbrella 40429-0000-Cast-Mist,,,,,FAM,0,,Sunbrella® 40429-0000-Cast-Mist
21857730,A - Sunbrella 40433-0000-Cast-Silver,Fabric,m,m,1,no,no,FAM,Sun40433,A - Sunbrella 40433-0000-Cast-Silver,,,,,FAM,0,,Sunbrella® 40433-0000-Cast-Silver
17507440,A - Sunbrella 40434-0000-Cast-Slate,Fabric,m,m,1,no,no,FAM,17507440,A - Sunbrella 40434-0000-Cast-Slate,,,,,FAM,0,,Sunbrella® 40434-0000 Cast Slate
17507441,A - Sunbrella 40456-0000-Cast-Lagoon,Fabric,m,m,1,no,no,FAM,17507441,A - Sunbrella 40456-0000-Cast-Lagoon,,,,,FAM,0,,Sunbrella® CAST LAGOON 40456 00 137
18130379,A - Sunbrella 40524-0002 Trusted Coast,Fabric,m,m,1,no,no,DICKSON CONSTANT,TRSTC405240000,A - Sunbrella 40524-0002 Trusted Coast,,,,,FAM,0,,Sunbrella® 40524-0002 Trusted Coast
17507473,A - Sunbrella 40554-0002-Ticking-Pebble,Fabric,m,m,1,no,no,Home Ideas,17507473,A - Sunbrella 40554-0002-Ticking-Pebble,,,,,FAM,0,,Sunbrella® 40554-0002 Ticking Pebble
18130376,A - Sunbrella 48018-0000-Spectrum-Eggshell,Fabric,m,m,1,no,no,DICKSON CONSTANT,EGG480180000,A - Sunbrella 48018-0000-Spectrum-Eggshell,,,,,FAM,0,,Sunbrella® Spectrum Eggshell 48018 00 37
17507466,A - Sunbrella 48019-0000-Spectrum-Sand,Fabric,m,m,1,no,no,Home Ideas,17507466,A - Sunbrella 48019-0000-Spectrum-Sand,,,,,FAM,0,,Sunbrella® 48019 00 Spectrum Sand
17507453,A - Sunbrella 48022-0000-Spectrum-Cilantro,Fabric,m,m,1,no,no,FAM,17507453,A - Sunbrella 48022-0000-Spectrum-Cilantro,,,,,FAM,0,,Sunbrella® SPECTRUM CILANTRO 48022 00 137
17507446,A - Sunbrella 48023-0000-Spectrum-Kiwi,Fabric,m,m,1,no,no,FAM,17507446,A - Sunbrella 48023-0000-Spectrum-Kiwi,,,,,FAM,0,,Sunbrella® SPECTRUM KIWI 48023 00 137
17507444,A - Sunbrella 48024-0000-Spectrum-Daffodil,Fabric,m,m,1,no,no,FAM,17507444,A - Sunbrella 48024-0000-Spectrum-Daffodil,,,,,FAM,0,,Sunbrella® SPECTRUM DAFFODIL 48024 00 137
17507469,A - Sunbrella 48027-0000-Spectrum-Grenadine,Fabric,m,m,1,no,no,Home Ideas,17507469,A - Sunbrella 48027-0000-Spectrum-Grenadine,,,,,FAM,0,,Sunbrella® 48027-0000 Spectrum Grenadine
18130380,A - Sunbrella 48030-0000-Spectrum-Graphite,Fabric,m,m,1,no,no,DICKSON CONSTANT,GRAPH48030000,A - Sunbrella 48030-0000-Spectrum-Graphite,,,,,FAM,0,,Sunbrella® 48030 00 Spectrum Graphite
17507461,A - Sunbrella 48031-0000-Spectrum-Mushroom,Fabric,m,m,1,no,no,Home Ideas,17507461,A - Sunbrella 48031-0000-Spectrum-Mushroom,,,,,FAM,0,,Sunbrella® 48031 00 Spectrum Mushroom
17507449,A - Sunbrella 48032-0000-Spectrum-Dove,Fabric,m,m,1,no,no,FAM,17507449,A - Sunbrella 48032-0000-Spectrum-Dove,,,,,FAM,0,,Sunbrella® SPECTRUM DOVE 48032 00 137
17507436,A - Sunbrella 48080-0000-Spectrum-Indigo,Fabric,m,m,1,no,no,FAM,17507436,A - Sunbrella 48080-0000-Spectrum-Indigo,,,,,FAM,0,,Sunbrella® SPECTRUM INDIGO 48080 00 137
17507459,A - Sunbrella 48081-0000-Spectrum-Peacock,Fabric,m,m,1,no,no,FAM,17507459,A - Sunbrella 48081-0000-Spectrum-Peacock,,,,,FAM,0,,Sunbrella® 48081 0000 Spectrum Peacock
18130381,A - Sunbrella 48083-0000-Spectrum-Caribou,Fabric,m,m,1,no,no,DICKSON CONSTANT,CARIB48083000,A - Sunbrella 48083-0000-Spectrum-Caribou,,,,,FAM,0,,Sunbrella® 48083 Spectrum-Caribou
