Katana ID (required),Material name,Category,Unit of measure,Purchase UoM,Conversion rate,Sell?,Batch trackable?,Default supplier,Variant code,Material variant,Default sales price,Default lead time,Default storage bin,MOQ,Location,Safety stock,Additional info,Website Name
18095676,A - BLUE SKY IV GRAVEL DDHF90586 31 Sr No 405,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S86,A - BLUE SKY IV GRAVEL DDHF90586 31 Sr No 405,,,,,FAM,0,,BLUE SKY IV 405 GRAVEL C31
18095673,A - BLUE SKY IV GRAVEL DDHF90586 62 Sr No 402,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S83,A - BLUE SKY IV GRAVEL DDHF90586 62 Sr No 402,,,,,FAM,0,,BLUE SKY IV 402 GRAVEL C62
18095675,A - BLUE SKY IV GRIMALDI PEBBLE IGUANA Sr No 404,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S85,A - BLUE SKY IV GRIMALDI PEBBLE IGUANA Sr No 404,,,,,FAM,0,,BLUE SKY IV 404 GRIMALDI PEBBLE IGUANA
18095677,A - BLUE SKY IV HERA ESSENTIAL HUNTER Sr No 406,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S87,A - BLUE SKY IV HERA ESSENTIAL HUNTER Sr No 406,,,,,FAM,0,,BLUE SKY IV 406 HERA ESSENTIAL HUNTER
18095687,A - BLUE SKY IV HERA ESSENTIAL PINE Sr No 416,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S97,A - BLUE SKY IV HERA ESSENTIAL PINE Sr No 416,,,,,FAM,0,,BLUE SKY IV 416 HERA ESSENTIAL PINE
18095689,A - BLUE SKY IV LAMONT VEGA SEAFOAM Sr No 418,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S99,A - BLUE SKY IV LAMONT VEGA SEAFOAM Sr No 418,,,,,FAM,0,,BLUE SKY IV 418 LAMONT VEGA SEAFOAM
18095703,A - BLUE SKY IV LIESEL GRAPHIC ICE BLUE Sr No 432,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S113,A - BLUE SKY IV LIESEL GRAPHIC ICE BLUE Sr No 432,,,,,FAM,0,,BLUE SKY IV 432 LIESEL GRAPHIC ICE BLUE
18095686,A - BLUE SKY IV LIESEL GRAPHIC KELLY Sr No 415,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S96,A - BLUE SKY IV LIESEL GRAPHIC KELLY Sr No 415,,,,,FAM,0,,BLUE SKY IV 415 LIESEL GRAPHIC KELLY
18095719,A - BLUE SKY IV LIESEL GRAPHIC SPACE Sr No 448,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S129,A - BLUE SKY IV LIESEL GRAPHIC SPACE Sr No 448,,,,,FAM,0,,BLUE SKY IV 448 LIESEL GRAPHIC SPACE
18095715,A - BLUE SKY IV LUMINO DDHF90602 23 Sr No 444,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S125,A - BLUE SKY IV LUMINO DDHF90602 23 Sr No 444,,,,,FAM,0,,BLUE SKY IV 444 LUMINO C23
18095696,A - BLUE SKY IV LUMINO DDHF90602 25 Sr No 425,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S106,A - BLUE SKY IV LUMINO DDHF90602 25 Sr No 425,,,,,FAM,0,,BLUE SKY IV 425 LUMINO C25
18095685,A - BLUE SKY IV LUMINO DDHF90602 26 Sr No 414,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S95,A - BLUE SKY IV LUMINO DDHF90602 26 Sr No 414,,,,,FAM,0,,BLUE SKY IV 414 LUMINO C26
18095720,A - BLUE SKY IV LUMINO DDHF90602 31 Sr No 449,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S130,A - BLUE SKY IV LUMINO DDHF90602 31 Sr No 449,,,,,FAM,0,,BLUE SKY IV 449 LUMINO C31
18095692,A - BLUE SKY IV METEOR ARCH APPLE Sr No 421,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S102,A - BLUE SKY IV METEOR ARCH APPLE Sr No 421,,,,,FAM,0,,BLUE SKY IV 421 METEOR ARCH APPLE
18095681,A - BLUE SKY IV MOKOLO HEXA FERN Sr No 410,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S91,A - BLUE SKY IV MOKOLO HEXA FERN Sr No 410,,,,,FAM,0,,BLUE SKY IV 410 MOKOLO HEXA FERN
18095705,A - BLUE SKY IV MOKOLO HEXA SKY Sr No 434,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S115,A - BLUE SKY IV MOKOLO HEXA SKY Sr No 434,,,,,FAM,0,,BLUE SKY IV 434 MOKOLO HEXA SKY
18095702,A - BLUE SKY IV MOKOLO HEXA YALE Sr No 431,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S112,A - BLUE SKY IV MOKOLO HEXA YALE Sr No 431,,,,,FAM,0,,BLUE SKY IV 431 MOKOLO HEXA YALE
18095674,A - BLUE SKY IV NEWARK NOIR APPLE Sr No 403,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S84,A - BLUE SKY IV NEWARK NOIR APPLE Sr No 403,,,,,FAM,0,,BLUE SKY IV 403 NEWARK NOIR APPLE
18095714,A - BLUE SKY IV OLWEN HAPTIC SHELL Sr No 443,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S124,A - BLUE SKY IV OLWEN HAPTIC SHELL Sr No 443,,,,,FAM,0,,BLUE SKY IV 443 OLWEN HAPTIC SHELL
18095688,A - BLUE SKY IV SILICON TWINE APPLE Sr No 417,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S98,A - BLUE SKY IV SILICON TWINE APPLE Sr No 417,,,,,FAM,0,,BLUE SKY IV 417 SILICON TWINE APPLE
18095711,A - BLUE SKY IV SILICON TWINE CERULEAN Sr No 440,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S121,A - BLUE SKY IV SILICON TWINE CERULEAN Sr No 440,,,,,FAM,0,,BLUE SKY IV 440 SILICON TWINE CERULEAN
18095679,A - BLUE SKY IV SLALOM TRACK PISTACHIO Sr No 408,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S89,A - BLUE SKY IV SLALOM TRACK PISTACHIO Sr No 408,,,,,FAM,0,,BLUE SKY IV 408 SLALOM TRACK PISTACHIO
18095717,A - BLUE SKY IV SPECTRA TRUG GEM Sr No 446,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S127,A - BLUE SKY IV SPECTRA TRUG GEM Sr No 446,,,,,FAM,0,,BLUE SKY IV 446 SPECTRA TRUG GEM
18095682,A - BLUE SKY IV SPECTRA TRUG KELLY Sr No 411,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S92,A - BLUE SKY IV SPECTRA TRUG KELLY Sr No 411,,,,,FAM,0,,BLUE SKY IV 411 SPECTRA TRUG KELLY
18095708,A - BLUE SKY IV SPECTRA TRUG OCEAN Sr No 437,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S118,A - BLUE SKY IV SPECTRA TRUG OCEAN Sr No 437,,,,,FAM,0,,BLUE SKY IV 437 SPECTRA TRUG OCEAN
18095690,A - BLUE SKY IV WENLOW GRAIN PICKLE Sr No 419,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S100,A - BLUE SKY IV WENLOW GRAIN PICKLE Sr No 419,,,,,FAM,0,,BLUE SKY IV 419 WENLOW GRAIN PICKLE
18095698,A - BLUE SKY IV WENLOW GRAIN TURKISH Sr No 427,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S108,A - BLUE SKY IV WENLOW GRAIN TURKISH Sr No 427,,,,,FAM,0,,BLUE SKY IV 427 WENLOW GRAIN TURKISH
18095713,A - BLUE SKY IV WINKLER SASH CELESTE Sr No 442,Fabric,pcs,m,1,no,no,Home Ideas,FABCARE-S123,A - BLUE SKY IV WINKLER SASH CELESTE Sr No 442,,,,,FAM,0,,BLUE SKY IV 442 WINKLER SASH CELESTE
18095695,A - BLUE SKY IV WINKLER SASH PICKLE Sr No 424,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S105,A - BLUE SKY IV WINKLER SASH PICKLE Sr No 424,,,,,FAM,0,,BLUE SKY IV 424 WINKLER SASH PICKLE
18095710,A - BLUE SKY IV WINKLER SASH YALE Sr No 439,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S120,A - BLUE SKY IV WINKLER SASH YALE Sr No 439,,,,,FAM,0,,BLUE SKY IV 439 WINKLER SASH YALE
17404450,A - BOUTIQUE STRIPE Sr No. 10 Shade DECO STRIPE-FASTLANE-PEWTER,Fabric,m,m,1,no,no,Home Ideas,17404450,A - BOUTIQUE STRIPE Sr No. 10 Shade DECO STRIPE-FASTLANE-PEWTER,,,,,FAM,0,,
17404451,A - BOUTIQUE STRIPE Sr No. 11 Shade DECO STRIPE-FASTLANE-POOL,Fabric,m,m,1,no,no,Home Ideas,17404451,A - BOUTIQUE STRIPE Sr No. 11 Shade DECO STRIPE-FASTLANE-POOL,,,,,FAM,0,,
17404452,A - BOUTIQUE STRIPE Sr No. 12 Shade DECO STRIPE-FASTLANE-MEDITERRANEAN,Fabric,m,m,1,no,no,Home Ideas,17404452,A - BOUTIQUE STRIPE Sr No. 12 Shade DECO STRIPE-FASTLANE-MEDITERRANEAN,,,,,FAM,0,,
17404453,A - BOUTIQUE STRIPE Sr No. 13 Shade DECO STRIPE-FASTLANE-LAGOON,Fabric,m,m,1,no,no,Home Ideas,17404453,A - BOUTIQUE STRIPE Sr No. 13 Shade DECO STRIPE-FASTLANE-LAGOON,,,,,FAM,0,,
17404454,A - BOUTIQUE STRIPE Sr No. 14 Shade DECO STRIPE-FASTLANE-DOVE,Fabric,m,m,1,no,no,Home Ideas,17404454,A - BOUTIQUE STRIPE Sr No. 14 Shade DECO STRIPE-FASTLANE-DOVE,,,,,FAM,0,,
17404455,A - BOUTIQUE STRIPE Sr No. 15 Shade DECO STRIPE-FASTLANE-DUSTY ROSE,Fabric,m,m,1,no,no,Home Ideas,17404455,A - BOUTIQUE STRIPE Sr No. 15 Shade DECO STRIPE-FASTLANE-DUSTY ROSE,,,,,FAM,0,,
17404456,A - BOUTIQUE STRIPE Sr No. 16 Shade DECO STRIPE-FASTLANE-BLOSSOM,Fabric,m,m,1,no,no,Home Ideas,17404456,A - BOUTIQUE STRIPE Sr No. 16 Shade DECO STRIPE-FASTLANE-BLOSSOM,,,,,FAM,0,,
17404457,A - BOUTIQUE STRIPE Sr No. 17 Shade DECO STRIPE-FASTLANE-LAVENDER,Fabric,m,m,1,no,no,Home Ideas,17404457,A - BOUTIQUE STRIPE Sr No. 17 Shade DECO STRIPE-FASTLANE-LAVENDER,,,,,FAM,0,,
17404458,A - BOUTIQUE STRIPE Sr No. 18 Shade DECO STRIPE-FASTLANE-FERN,Fabric,m,m,1,no,no,Home Ideas,17404458,A - BOUTIQUE STRIPE Sr No. 18 Shade DECO STRIPE-FASTLANE-FERN,,,,,FAM,0,,
17404459,A - BOUTIQUE STRIPE Sr No. 19 Shade DECO STRIPE-FASTLANE-CHARTREUSE,Fabric,m,m,1,no,no,Home Ideas,17404459,A - BOUTIQUE STRIPE Sr No. 19 Shade DECO STRIPE-FASTLANE-CHARTREUSE,,,,,FAM,0,,
17404441,A - BOUTIQUE STRIPE Sr No. 1 Shade DECO STRIPE-FASTLANE-DESERT,Fabric,m,m,1,no,no,Home Ideas,17404441,A - BOUTIQUE STRIPE Sr No. 1 Shade DECO STRIPE-FASTLANE-DESERT,,,,,FAM,0,,
17404460,A - BOUTIQUE STRIPE Sr No. 20 Shade DECO STRIPE-FASTLANE-CLEMENTINE,Fabric,m,m,1,no,no,Home Ideas,17404460,A - BOUTIQUE STRIPE Sr No. 20 Shade DECO STRIPE-FASTLANE-CLEMENTINE,,,,,FAM,0,,
17404461,A - BOUTIQUE STRIPE Sr No. 21 Shade DECO STRIPE-FASTLANE-CARDINAL,Fabric,m,m,1,no,no,Home Ideas,17404461,A - BOUTIQUE STRIPE Sr No. 21 Shade DECO STRIPE-FASTLANE-CARDINAL,,,,,FAM,0,,
17404462,A - BOUTIQUE STRIPE Sr No. 22 Shade DECO STRIPE-FASTLANE-FUSCHIA,Fabric,m,m,1,no,no,Home Ideas,17404462,A - BOUTIQUE STRIPE Sr No. 22 Shade DECO STRIPE-FASTLANE-FUSCHIA,,,,,FAM,0,,
17404463,A - BOUTIQUE STRIPE Sr No. 23 Shade DECO STRIPE-FASTLANE-PETAL,Fabric,m,m,1,no,no,Home Ideas,17404463,A - BOUTIQUE STRIPE Sr No. 23 Shade DECO STRIPE-FASTLANE-PETAL,,,,,FAM,0,,
17404464,A - BOUTIQUE STRIPE Sr No. 24 Shade DECO STRIPE-FASTLANE-SAPPHIRE,Fabric,m,m,1,no,no,Home Ideas,17404464,A - BOUTIQUE STRIPE Sr No. 24 Shade DECO STRIPE-FASTLANE-SAPPHIRE,,,,,FAM,0,,
17404465,A - BOUTIQUE STRIPE Sr No. 25 Shade DECO STRIPE-FASTLANE-MARINE,Fabric,m,m,1,no,no,Home Ideas,17404465,A - BOUTIQUE STRIPE Sr No. 25 Shade DECO STRIPE-FASTLANE-MARINE,,,,,FAM,0,,
17404466,A - BOUTIQUE STRIPE Sr No. 26 Shade DECO STRIPE-FASTLANE-EBONY,Fabric,m,m,1,no,no,Home Ideas,17404466,A - BOUTIQUE STRIPE Sr No. 26 Shade DECO STRIPE-FASTLANE-EBONY,,,,,FAM,0,,
17404442,A - BOUTIQUE STRIPE Sr No. 2 Shade DECO STRIPE-FASTLANE-SPICE,Fabric,m,m,1,no,no,Home Ideas,17404442,A - BOUTIQUE STRIPE Sr No. 2 Shade DECO STRIPE-FASTLANE-SPICE,,,,,FAM,0,,
17404443,A - BOUTIQUE STRIPE Sr No. 3 Shade DECO STRIPE-FASTLANE-MINT,Fabric,m,m,1,no,no,Home Ideas,17404443,A - BOUTIQUE STRIPE Sr No. 3 Shade DECO STRIPE-FASTLANE-MINT,,,,,FAM,0,,
17404444,A - BOUTIQUE STRIPE Sr No. 4 Shade DECO STRIPE-FASTLANE-NATURAL,Fabric,m,m,1,no,no,Home Ideas,17404444,A - BOUTIQUE STRIPE Sr No. 4 Shade DECO STRIPE-FASTLANE-NATURAL,,,,,FAM,0,,
17404445,A - BOUTIQUE STRIPE Sr No. 5 Shade DECO STRIPE-FASTLANE-SAGE,Fabric,m,m,1,no,no,Home Ideas,17404445,A - BOUTIQUE STRIPE Sr No. 5 Shade DECO STRIPE-FASTLANE-SAGE,,,,,FAM,0,,
17404446,A - BOUTIQUE STRIPE Sr No. 6 Shade DECO STRIPE-FASTLANE-BUFF,Fabric,m,m,1,no,no,Home Ideas,17404446,A - BOUTIQUE STRIPE Sr No. 6 Shade DECO STRIPE-FASTLANE-BUFF,,,,,FAM,0,,
17404447,A - BOUTIQUE STRIPE Sr No. 7 Shade DECO STRIPE-FASTLANE-MOCHA,Fabric,m,m,1,no,no,Home Ideas,17404447,A - BOUTIQUE STRIPE Sr No. 7 Shade DECO STRIPE-FASTLANE-MOCHA,,,,,FAM,0,,
17404448,A - BOUTIQUE STRIPE Sr No. 8 Shade DECO STRIPE-FASTLANE-TAUPE,Fabric,m,m,1,no,no,Home Ideas,17404448,A - BOUTIQUE STRIPE Sr No. 8 Shade DECO STRIPE-FASTLANE-TAUPE,,,,,FAM,0,,
17404449,A - BOUTIQUE STRIPE Sr No. 9 Shade DECO STRIPE-FASTLANE-STONE,Fabric,m,m,1,no,no,Home Ideas,17404449,A - BOUTIQUE STRIPE Sr No. 9 Shade DECO STRIPE-FASTLANE-STONE,,,,,FAM,0,,
18095734,A - CHENILLE SOFT CHIC CHENILLE PLUSH ABALONE Sr No 14,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S144,A - CHENILLE SOFT CHIC CHENILLE PLUSH ABALONE Sr No 14,,,,,FAM,0,,CHIC CHENILLE PLUSH ABALONE
18095743,A - CHENILLE SOFT CHIC CHENILLE PLUSH AEGEAN Sr No 23,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S153,A - CHENILLE SOFT CHIC CHENILLE PLUSH AEGEAN Sr No 23,,,,,FAM,0,,CHIC CHENILLE PLUSH AEGEAN
18095729,A - CHENILLE SOFT CHIC CHENILLE PLUSH BUFF Sr No 9,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S139,A - CHENILLE SOFT CHIC CHENILLE PLUSH BUFF Sr No 9,,,,,FAM,0,,CHIC CHENILLE PLUSH BUFF
18095745,A - CHENILLE SOFT CHIC CHENILLE PLUSH CHARCOAL Sr No 25,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S155,A - CHENILLE SOFT CHIC CHENILLE PLUSH CHARCOAL Sr No 25,,,,,FAM,0,,CHIC CHENILLE PLUSH CHARCOAL
18095728,A - CHENILLE SOFT CHIC CHENILLE PLUSH CHOCOLATE Sr No 8,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S138,A - CHENILLE SOFT CHIC CHENILLE PLUSH CHOCOLATE Sr No 8,,,,,FAM,0,,CHIC CHENILLE PLUSH CHOCOLATE
18095721,A - CHENILLE SOFT CHIC CHENILLE PLUSH CIDER Sr No 1,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S131,A - CHENILLE SOFT CHIC CHENILLE PLUSH CIDER Sr No 1,,,,,FAM,0,,CHIC CHENILLE PLUSH CIDER
18095736,A - CHENILLE SOFT CHIC CHENILLE PLUSH CLOUD Sr No 16,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S146,A - CHENILLE SOFT CHIC CHENILLE PLUSH CLOUD Sr No 16,,,,,FAM,0,,CHIC CHENILLE PLUSH CLOUD
18095739,A - CHENILLE SOFT CHIC CHENILLE PLUSH CREPE Sr No 19,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S149,A - CHENILLE SOFT CHIC CHENILLE PLUSH CREPE Sr No 19,,,,,FAM,0,,CHIC CHENILLE PLUSH CREPE
18095731,A - CHENILLE SOFT CHIC CHENILLE PLUSH DAISY Sr No 11,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S141,A - CHENILLE SOFT CHIC CHENILLE PLUSH DAISY Sr No 11,,,,,FAM,0,,CHIC CHENILLE PLUSH DAISY
18095725,A - CHENILLE SOFT CHIC CHENILLE PLUSH DIJON Sr No 5,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S135,A - CHENILLE SOFT CHIC CHENILLE PLUSH DIJON Sr No 5,,,,,FAM,0,,CHIC CHENILLE PLUSH DIJON
18095733,A - CHENILLE SOFT CHIC CHENILLE PLUSH FOG Sr No 13,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S143,A - CHENILLE SOFT CHIC CHENILLE PLUSH FOG Sr No 13,,,,,FAM,0,,CHIC CHENILLE PLUSH FOG
18095738,A - CHENILLE SOFT CHIC CHENILLE PLUSH GRAPHITE Sr No 18,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S148,A - CHENILLE SOFT CHIC CHENILLE PLUSH GRAPHITE Sr No 18,,,,,FAM,0,,CHIC CHENILLE PLUSH GRAPHITE
18095737,A - CHENILLE SOFT CHIC CHENILLE PLUSH METAL Sr No 17,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S147,A - CHENILLE SOFT CHIC CHENILLE PLUSH METAL Sr No 17,,,,,FAM,0,,CHIC CHENILLE PLUSH METAL
18095723,A - CHENILLE SOFT CHIC CHENILLE PLUSH MIDNIGHT Sr No 3,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S133,A - CHENILLE SOFT CHIC CHENILLE PLUSH MIDNIGHT Sr No 3,,,,,FAM,0,,CHIC CHENILLE PLUSH MIDNIGHT
18095727,A - CHENILLE SOFT CHIC CHENILLE PLUSH MOCHA Sr No 7,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S137,A - CHENILLE SOFT CHIC CHENILLE PLUSH MOCHA Sr No 7,,,,,FAM,0,,CHIC CHENILLE PLUSH MOCHA
18095741,A - CHENILLE SOFT CHIC CHENILLE PLUSH MOSS Sr No 21,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S151,A - CHENILLE SOFT CHIC CHENILLE PLUSH MOSS Sr No 21,,,,,FAM,0,,CHIC CHENILLE PLUSH MOSS
18095730,A - CHENILLE SOFT CHIC CHENILLE PLUSH OAT Sr No 10,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S140,A - CHENILLE SOFT CHIC CHENILLE PLUSH OAT Sr No 10,,,,,FAM,0,,CHIC CHENILLE PLUSH OAT
18095732,A - CHENILLE SOFT CHIC CHENILLE PLUSH PEARL Sr No 12,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S142,A - CHENILLE SOFT CHIC CHENILLE PLUSH PEARL Sr No 12,,,,,FAM,0,,CHIC CHENILLE PLUSH PEARL
18095742,A - CHENILLE SOFT CHIC CHENILLE PLUSH PINE Sr No 22,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S152,A - CHENILLE SOFT CHIC CHENILLE PLUSH PINE Sr No 22,,,,,FAM,0,,CHIC CHENILLE PLUSH PINE
18095722,A - CHENILLE SOFT CHIC CHENILLE PLUSH RAISIN Sr No 2,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S132,A - CHENILLE SOFT CHIC CHENILLE PLUSH RAISIN Sr No 2,,,,,FAM,0,,CHIC CHENILLE PLUSH RAISIN
18095724,A - CHENILLE SOFT CHIC CHENILLE PLUSH RUST Sr No 4,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S134,A - CHENILLE SOFT CHIC CHENILLE PLUSH RUST Sr No 4,,,,,FAM,0,,CHIC CHENILLE PLUSH RUST
18095740,A - CHENILLE SOFT CHIC CHENILLE PLUSH SEAFOAM Sr No 20,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S150,A - CHENILLE SOFT CHIC CHENILLE PLUSH SEAFOAM Sr No 20,,,,,FAM,0,,CHIC CHENILLE PLUSH SEAFOAM
18095735,A - CHENILLE SOFT CHIC CHENILLE PLUSH TAUPE Sr No 15,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S145,A - CHENILLE SOFT CHIC CHENILLE PLUSH TAUPE Sr No 15,,,,,FAM,0,,CHIC CHENILLE PLUSH TAUPE
18095726,A - CHENILLE SOFT CHIC CHENILLE PLUSH TORTILLA Sr No 6,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S136,A - CHENILLE SOFT CHIC CHENILLE PLUSH TORTILLA Sr No 6,,,,,FAM,0,,CHIC CHENILLE PLUSH TORTILLA
18095744,A - CHENILLE SOFT CHIC CHENILLE PLUSH YALE Sr No 24,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S154,A - CHENILLE SOFT CHIC CHENILLE PLUSH YALE Sr No 24,,,,,FAM,0,,CHIC CHENILLE PLUSH YALE
18095746,A - CHENILLE SOFT HANGER CHIC CHENILLE PLUSH DAISY Sr No 1,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S156,A - CHENILLE SOFT HANGER CHIC CHENILLE PLUSH DAISY Sr No 1,,,,,FAM,0,,CHIC CHENILLE PLUSH DAISY
18095755,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY APRICOT Sr No 9,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S165,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY APRICOT Sr No 9,,,,,FAM,0,,
18095779,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY AUBURN Sr No 33,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S189,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY AUBURN Sr No 33,,,,,FAM,0,,
18095758,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY BISCOTTI Sr No 12,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S168,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY BISCOTTI Sr No 12,,,,,FAM,0,,
18095748,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CAMEL Sr No 2,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S158,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CAMEL Sr No 2,,,,,FAM,0,,
18095770,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CELERY Sr No 24,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S180,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CELERY Sr No 24,,,,,FAM,0,,
18095781,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CHARCOAL Sr No 35,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S191,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CHARCOAL Sr No 35,,,,,FAM,0,,
18095780,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CHESTNUT Sr No 34,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S190,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CHESTNUT Sr No 34,,,,,FAM,0,,
18095757,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CLAY Sr No 11,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S167,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CLAY Sr No 11,,,,,FAM,0,,
18095761,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CREME Sr No 15,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S171,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CREME Sr No 15,,,,,FAM,0,,
18095763,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CRYSTAL Sr No 17,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S173,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY CRYSTAL Sr No 17,,,,,FAM,0,,
18095766,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY DENIM Sr No 20,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S176,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY DENIM Sr No 20,,,,,FAM,0,,
18095752,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY ECRU Sr No 6,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S162,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY ECRU Sr No 6,,,,,FAM,0,,
18095774,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY FOREST Sr No 28,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S184,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY FOREST Sr No 28,,,,,FAM,0,,
18095765,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY HYDRANGEA Sr No 19,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S175,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY HYDRANGEA Sr No 19,,,,,FAM,0,,
18095775,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY INK Sr No 29,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S185,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY INK Sr No 29,,,,,FAM,0,,
18095762,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY IVORY Sr No 16,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S172,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY IVORY Sr No 16,,,,,FAM,0,,
18095747,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY LINEN Sr No 1,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S157,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY LINEN Sr No 1,,,,,FAM,0,,
18095768,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY MEDITERRANEAN Sr No 22,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S178,A - COCOON BOUCLE BOUCLE DELIGHT KNOTTY MEDITERRANEAN Sr No 22,,,,,FAM,0,,
